"Project_name","SiteID","sys_sample_code","chemical_name","sample_date","cas_rn","fraction","result_value","result_unit","method_detection_limit","detection_limit_unit","quantitation_limit","lab_qualifiers","validator_qualifiers","interpreted_qualifiers"
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-04242018-WS","Zinc",2018-07-24 14:00:00,"7440-66-6","T",8.6,"ug/l",2.5,"ug/l",5,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-07102018-W","ALKALINITY, TOTAL (AS CaCO3)",2018-07-10 12:05:00,"ALK","T",108,"mg/l",1,"mg/l",2,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-07102018-W","Aluminum",2018-07-10 12:05:00,"7429-90-5","T",308,"ug/l",11.5,"ug/l",50,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-07102018-W","Arsenic",2018-07-10 12:05:00,"7440-38-2","T",2.1,"ug/l",0.39,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-07102018-W","Cadmium",2018-07-10 12:05:00,"7440-43-9","T",NA,"ug/l",0.064,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-07102018-W","Calcium",2018-07-10 12:05:00,"7440-70-2","T",38900,"ug/l",110,"ug/l",1000,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-07102018-W","CHLORIDE (AS CL)",2018-07-10 12:05:00,"16887-00-6","T",49.6,"mg/l",0.2,"mg/l",2,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-07102018-W","Chlorophyll A",2018-07-10 12:05:00,"479-61-8","T",4.77,"ug/l",NA,"ug/l",0.34,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-07102018-W","Copper",2018-07-10 12:05:00,"7440-50-8","T",3.3,"ug/l",0.66,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-07102018-W","HARDNESS (AS CACO3)",2018-07-10 12:05:00,"HARD","T",126,"mg/l",NA,"mg/l",6.62,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-07102018-W","Iron",2018-07-10 12:05:00,"7439-89-6","T",746,"ug/l",13,"ug/l",100,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-07102018-W","Lead",2018-07-10 12:05:00,"7439-92-1","T",0.95,"ug/l",0.067,"ug/l",1,"J","J","estimated value due to lab error"
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-07102018-W","Magnesium",2018-07-10 12:05:00,"7439-95-4","T",7000,"ug/l",29,"ug/l",1000,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-07102018-W","Nickel",2018-07-10 12:05:00,"7440-02-0","T",1.6,"ug/l",0.26,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-07102018-W","Nitrate+Nitrite as Nitrogen",2018-07-10 12:05:00,"NO3NO2N","T",0.193,"mg/l",7e-04,"mg/l",0.002,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-07102018-W","Nitrogen",2018-07-10 12:05:00,"KN","T",0.84,"mg/l",NA,"mg/l",0.2,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-07102018-W","Nitrogen, ammonia (As N)",2018-07-10 12:05:00,"7664-41-7","T",0.0467,"mg/l",8e-04,"mg/l",0.005,"","R","Equipment Blank error"
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-07102018-W","NITROGEN, KJELDAHL, TOTAL",2018-07-10 12:05:00,"KN","T",0.65,"mg/l",0.08,"mg/l",0.2,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-07102018-W","NITROGEN, NITRATE (AS N)",2018-07-10 12:05:00,"14797-55-8","T",0.193,"mg/l",NA,"mg/l",0.01,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-07102018-W","NITROGEN, NITRITE",2018-07-10 12:05:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-07102018-W","PHOSPHORUS, TOTAL (AS P)",2018-07-10 12:05:00,"7723-14-0","T",0.0965,"mg/l",0.002,"mg/l",0.005,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-07102018-W","Silver",2018-07-10 12:05:00,"7440-22-4","T",NA,"ug/l",0.039,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-07102018-W","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",2018-07-10 12:05:00,"TDS","T",227,"mg/l",4,"mg/l",10,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-07102018-W","TURBIDITY",2018-07-10 12:05:00,"TURB","T",15.1,"ntu",0.06,"ntu",0.1,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-07102018-W","Zinc",2018-07-10 12:05:00,"7440-66-6","T",4,"ug/l",2.5,"ug/l",5,"J","R","estimated value due to lab error ; Equipment Blank error"
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-08152018-W","ALKALINITY, TOTAL (AS CaCO3)",2018-08-15 12:16:00,"ALK","T",76,"mg/l",1,"mg/l",2,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-08152018-W","Aluminum",2018-08-15 12:16:00,"7429-90-5","T",391,"ug/l",11.5,"ug/l",50,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-08152018-W","Arsenic",2018-08-15 12:16:00,"7440-38-2","T",1.4,"ug/l",0.39,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-08152018-W","Cadmium",2018-08-15 12:16:00,"7440-43-9","T",0.58,"ug/l",0.064,"ug/l",1,"J","J","estimated value due to lab error"
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-08152018-W","Calcium",2018-08-15 12:16:00,"7440-70-2","T",27700,"ug/l",110,"ug/l",1000,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-08152018-W","CHLORIDE (AS CL)",2018-08-15 12:16:00,"16887-00-6","T",29.9,"mg/l",0.2,"mg/l",2,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-08152018-W","Chlorophyll A",2018-08-15 12:16:00,"479-61-8","T",0.998,"ug/l",NA,"ug/l",0.08,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-08152018-W","Copper",2018-08-15 12:16:00,"7440-50-8","T",3.1,"ug/l",0.66,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-08152018-W","HARDNESS (AS CACO3)",2018-08-15 12:16:00,"HARD","T",90.5,"mg/l",NA,"mg/l",6.62,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-08152018-W","Iron",2018-08-15 12:16:00,"7439-89-6","T",1030,"ug/l",13,"ug/l",100,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-08152018-W","Lead",2018-08-15 12:16:00,"7439-92-1","T",1.7,"ug/l",0.067,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-08152018-W","Magnesium",2018-08-15 12:16:00,"7439-95-4","T",5160,"ug/l",29,"ug/l",1000,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-08152018-W","Nickel",2018-08-15 12:16:00,"7440-02-0","T",1.9,"ug/l",0.26,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-08152018-W","Nitrate+Nitrite as Nitrogen",2018-08-15 12:16:00,"NO3NO2N","T",0.209,"mg/l",7e-04,"mg/l",0.002,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-08152018-W","Nitrogen",2018-08-15 12:16:00,"KN","T",1.05,"mg/l",NA,"mg/l",0.1,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-08152018-W","Nitrogen, ammonia (As N)",2018-08-15 12:16:00,"7664-41-7","T",0.0249,"mg/l",8e-04,"mg/l",0.005,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-08152018-W","NITROGEN, KJELDAHL, TOTAL",2018-08-15 12:16:00,"KN","T",0.84,"mg/l",0.08,"mg/l",0.1,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-08152018-W","NITROGEN, NITRATE (AS N)",2018-08-15 12:16:00,"14797-55-8","T",0.209,"mg/l",NA,"mg/l",0.01,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-08152018-W","NITROGEN, NITRITE",2018-08-15 12:16:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-08152018-W","PHOSPHORUS, TOTAL (AS P)",2018-08-15 12:16:00,"7723-14-0","T",0.132,"mg/l",0.01,"mg/l",0.025,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-08152018-W","Silver",2018-08-15 12:16:00,"7440-22-4","T",NA,"ug/l",0.039,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-08152018-W","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",2018-08-15 12:16:00,"TDS","T",167,"mg/l",4,"mg/l",10,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-08152018-W","TURBIDITY",2018-08-15 12:16:00,"TURB","T",7.92,"ntu",0.06,"ntu",0.1,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-08152018-W","Zinc",2018-08-15 12:16:00,"7440-66-6","T",8.8,"ug/l",2.5,"ug/l",5,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-09062018-W","ALKALINITY, TOTAL (AS CaCO3)",2018-09-06 10:24:00,"ALK","T",127,"mg/l",1,"mg/l",2,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-09062018-W","Aluminum",2018-09-06 10:24:00,"7429-90-5","T",396,"ug/l",23,"ug/l",100,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-09062018-W","Arsenic",2018-09-06 10:24:00,"7440-38-2","T",1.7,"ug/l",0.39,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-09062018-W","Cadmium",2018-09-06 10:24:00,"7440-43-9","T",NA,"ug/l",0.064,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-09062018-W","Calcium",2018-09-06 10:24:00,"7440-70-2","T",51200,"ug/l",110,"ug/l",1000,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-09062018-W","CHLORIDE (AS CL)",2018-09-06 10:24:00,"16887-00-6","T",60.1,"mg/l",0.3,"mg/l",4,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-09062018-W","Chlorophyll A",2018-09-06 10:24:00,"479-61-8","T",12,"ug/l",NA,"ug/l",0.53,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-09062018-W","Copper",2018-09-06 10:24:00,"7440-50-8","T",1.9,"ug/l",0.66,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-09062018-W","HARDNESS (AS CACO3)",2018-09-06 10:24:00,"HARD","T",166,"mg/l",NA,"mg/l",6.62,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-09062018-W","Iron",2018-09-06 10:24:00,"7439-89-6","T",765,"ug/l",13,"ug/l",100,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-09062018-W","Lead",2018-09-06 10:24:00,"7439-92-1","T",0.82,"ug/l",0.067,"ug/l",1,"J","J","estimated value due to lab error"
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-09062018-W","Magnesium",2018-09-06 10:24:00,"7439-95-4","T",9160,"ug/l",29,"ug/l",1000,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-09062018-W","Nickel",2018-09-06 10:24:00,"7440-02-0","T",1.5,"ug/l",0.26,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-09062018-W","Nitrate+Nitrite as Nitrogen",2018-09-06 10:24:00,"NO3NO2N","T",0.321,"mg/l",7e-04,"mg/l",0.002,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-09062018-W","Nitrogen",2018-09-06 10:24:00,"KN","T",1.01,"mg/l",NA,"mg/l",0.1,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-09062018-W","Nitrogen, ammonia (As N)",2018-09-06 10:24:00,"7664-41-7","T",0.0361,"mg/l",8e-04,"mg/l",0.005,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-09062018-W","NITROGEN, KJELDAHL, TOTAL",2018-09-06 10:24:00,"KN","T",0.69,"mg/l",0.08,"mg/l",0.1,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-09062018-W","NITROGEN, NITRATE (AS N)",2018-09-06 10:24:00,"14797-55-8","T",0.321,"mg/l",NA,"mg/l",0.01,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-09062018-W","NITROGEN, NITRITE",2018-09-06 10:24:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-09062018-W","PHOSPHORUS, TOTAL (AS P)",2018-09-06 10:24:00,"7723-14-0","T",0.095,"mg/l",0.002,"mg/l",0.005,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-09062018-W","Silver",2018-09-06 10:24:00,"7440-22-4","T",NA,"ug/l",0.039,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-09062018-W","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",2018-09-06 10:24:00,"TDS","T",281,"mg/l",4,"mg/l",10,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-09062018-W","TURBIDITY",2018-09-06 10:24:00,"TURB","T",8.72,"ntu",0.06,"ntu",0.1,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-09062018-W","Zinc",2018-09-06 10:24:00,"7440-66-6","T",2.8,"ug/l",2.5,"ug/l",5,"J","J","estimated value due to lab error"
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-10022018-W","ALKALINITY, TOTAL (AS CaCO3)",2018-10-02 11:27:00,"ALK","T",66.4,"mg/l",1,"mg/l",2,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-10022018-W","Aluminum",2018-10-02 11:27:00,"7429-90-5","T",194,"ug/l",2.3,"ug/l",10,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-10022018-W","Arsenic",2018-10-02 11:27:00,"7440-38-2","T",0.74,"ug/l",0.39,"ug/l",1,"J","J","estimated value due to lab error"
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-10022018-W","Cadmium",2018-10-02 11:27:00,"7440-43-9","T",NA,"ug/l",0.064,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-10022018-W","Calcium",2018-10-02 11:27:00,"7440-70-2","T",25400,"ug/l",110,"ug/l",1000,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-10022018-W","CHLORIDE (AS CL)",2018-10-02 11:27:00,"16887-00-6","T",30.2,"mg/l",0.2,"mg/l",2,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-10022018-W","Chlorophyll A",2018-10-02 11:27:00,"479-61-8","T",0.921,"ug/l",NA,"ug/l",0.08,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-10022018-W","Copper",2018-10-02 11:27:00,"7440-50-8","T",1.8,"ug/l",0.66,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-10022018-W","HARDNESS (AS CACO3)",2018-10-02 11:27:00,"HARD","T",82.4,"mg/l",NA,"mg/l",6.62,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-10022018-W","Iron",2018-10-02 11:27:00,"7439-89-6","T",494,"ug/l",13,"ug/l",100,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-10022018-W","Lead",2018-10-02 11:27:00,"7439-92-1","T",0.43,"ug/l",0.067,"ug/l",1,"J","J","estimated value due to lab error"
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-10022018-W","Magnesium",2018-10-02 11:27:00,"7439-95-4","T",4630,"ug/l",29,"ug/l",1000,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-10022018-W","Nickel",2018-10-02 11:27:00,"7440-02-0","T",0.91,"ug/l",0.26,"ug/l",1,"J","J","estimated value due to lab error"
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-10022018-W","Nitrate+Nitrite as Nitrogen",2018-10-02 11:27:00,"NO3NO2N","T",0.207,"mg/l",7e-04,"mg/l",0.002,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-10022018-W","Nitrogen",2018-10-02 11:27:00,"KN","T",0.87,"mg/l",NA,"mg/l",0.1,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-10022018-W","Nitrogen, ammonia (As N)",2018-10-02 11:27:00,"7664-41-7","T",0.0112,"mg/l",8e-04,"mg/l",0.005,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-10022018-W","NITROGEN, KJELDAHL, TOTAL",2018-10-02 11:27:00,"KN","T",0.67,"mg/l",0.08,"mg/l",0.1,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-10022018-W","NITROGEN, NITRATE (AS N)",2018-10-02 11:27:00,"14797-55-8","T",0.207,"mg/l",NA,"mg/l",0.01,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-10022018-W","NITROGEN, NITRITE",2018-10-02 11:27:00,"14797-65-0","T",NA,"mg/l",0.007,"mg/l",0.01,"U","U","Analyte was analyzed for but not detected"
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-10022018-W","PHOSPHORUS, TOTAL (AS P)",2018-10-02 11:27:00,"7723-14-0","T",0.0551,"mg/l",0.002,"mg/l",0.005,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-10022018-W","Silver",2018-10-02 11:27:00,"7440-22-4","T",NA,"ug/l",0.039,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-10022018-W","TOTAL DISSOLVED SOLIDS (RESIDUE, FILTERABLE)",2018-10-02 11:27:00,"TDS","T",164,"mg/l",4,"mg/l",10,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-10022018-W","TURBIDITY",2018-10-02 11:27:00,"TURB","T",3.41,"ntu",0.06,"ntu",0.1,"","A",""
"Wallkill RAS 2018","13-DWAR-2.0","13-DWAR-2.0-10022018-W","Zinc",2018-10-02 11:27:00,"7440-66-6","T",NA,"ug/l",2.5,"ug/l",5,"U","U","Analyte was analyzed for but not detected"
"Wallkill RAS 2018","13-GUNK-0.4","13-GUNK-0.4-07102018-W","ALKALINITY, TOTAL (AS CaCO3)",2018-07-10 14:50:00,"ALK","T",72.4,"mg/l",1,"mg/l",2,"","A",""
"Wallkill RAS 2018","13-GUNK-0.4","13-GUNK-0.4-07102018-W","Aluminum",2018-07-10 14:50:00,"7429-90-5","T",126,"ug/l",2.3,"ug/l",10,"","A",""
"Wallkill RAS 2018","13-GUNK-0.4","13-GUNK-0.4-07102018-W","Arsenic",2018-07-10 14:50:00,"7440-38-2","T",1.7,"ug/l",0.39,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-GUNK-0.4","13-GUNK-0.4-07102018-W","Cadmium",2018-07-10 14:50:00,"7440-43-9","T",NA,"ug/l",0.064,"ug/l",1,"U","U","Analyte was analyzed for but not detected"
"Wallkill RAS 2018","13-GUNK-0.4","13-GUNK-0.4-07102018-W","Calcium",2018-07-10 14:50:00,"7440-70-2","T",25700,"ug/l",110,"ug/l",1000,"","A",""
"Wallkill RAS 2018","13-GUNK-0.4","13-GUNK-0.4-07102018-W","CHLORIDE (AS CL)",2018-07-10 14:50:00,"16887-00-6","T",47.7,"mg/l",0.2,"mg/l",2,"","A",""
"Wallkill RAS 2018","13-GUNK-0.4","13-GUNK-0.4-07102018-W","Chlorophyll A",2018-07-10 14:50:00,"479-61-8","T",0.615,"ug/l",NA,"ug/l",0.055,"","A",""
"Wallkill RAS 2018","13-GUNK-0.4","13-GUNK-0.4-07102018-W","Copper",2018-07-10 14:50:00,"7440-50-8","T",2.6,"ug/l",0.66,"ug/l",1,"","A",""
"Wallkill RAS 2018","13-GUNK-0.4","13-GUNK-0.4-07102018-W","HARDNESS (AS CACO3)",2018-07-10 14:50:00,"HARD","T",84.9,"mg/l",NA,"mg/l",6.62,"","A",""
"Wallkill RAS 2018","13-GUNK-0.4","13-GUNK-0.4-07102018-W","Iron",2018-07-10 14:50:00,"7439-89-6","T",278,"ug/l",13,"ug/l",100,"","A",""
"Wallkill RAS 2018","13-GUNK-0.4","13-GUNK-0.4-07102018-W","Lead",2018-07-10 14:50:00,"7439-92-1","T",0.45,"ug/l",0.067,"ug/l",1,"J","J","estimated value due to lab error"
